sedol,fqenddt,next_trading_date
B1JQBT,2019-06-30,2019-08-12
B1KKBX,2012-09-30,2012-10-23
B1KKBX,2012-12-31,2013-02-04
B1KKBX,2013-03-31,2013-04-26
B1KKBX,2013-06-30,2013-07-22
B1KKBX,2013-09-30,2013-10-28
B1KKBX,2013-12-31,2014-02-03
B1KKBX,2014-03-31,2014-04-28
B1KKBX,2014-06-30,2014-07-21
B1KKBX,2014-09-30,2014-10-21
B1KKBX,2014-12-31,2015-01-29
B1KKBX,2015-03-31,2015-04-27
B1KKBX,2016-09-30,2016-10-31
B1KKBX,2016-12-31,2017-02-02
B1KKBX,2017-03-31,2017-05-01
B1KKBX,2017-06-30,2017-07-20
B1KKBX,2017-12-31,2018-02-01
B1KKBX,2018-09-30,2018-10-29
B1KKBX,2019-06-30,2019-07-19
B1KKBX,2019-09-30,2019-10-28
B1L7YL,2016-12-31,2017-02-17
B1L7YL,2017-03-31,2017-05-12
B1L7YL,2017-06-30,2017-07-28
B1L7YL,2017-09-30,2017-10-27
B1L7YL,2017-12-31,2018-02-02
B1L7YL,2018-03-31,2018-04-27
B1L7YL,2018-06-30,2018-07-20
B1L7YL,2018-09-30,2018-10-19
B1L7YL,2018-12-31,2019-02-01
B1L7YL,2019-03-31,2019-04-26
B1L7YL,2019-06-30,2019-07-19
B1L7YL,2019-09-30,2019-10-18
B1L7YL,2019-12-31,2020-01-31
B1L8B6,2013-03-31,2013-05-15
B1L8B6,2013-09-30,2013-11-20
B1L8B6,2014-03-31,2014-05-14
B1L8B6,2014-09-30,2014-11-19
B1L8B6,2015-03-31,2015-05-13
B1L8B6,2015-09-30,2015-11-18
B1L8B6,2016-03-31,2016-05-18
B1L8B6,2016-09-30,2016-11-16
B1L8B6,2017-03-31,2017-05-17
B1L8B6,2018-03-31,2018-05-16
B1LB9P,2013-09-30,2013-11-07
B1LB9P,2014-12-31,2015-03-06
B1LB9P,2015-12-31,2016-02-25
B1LB9P,2016-03-31,2016-04-28
B1LGB1,2012-09-30,2012-11-08
B1P6ZR,2014-08-31,2014-10-10
B1P6ZR,2015-02-28,2015-04-30
B1P6ZR,2015-08-31,2015-10-15
B1P6ZR,2016-02-29,2016-04-21
B1P6ZR,2016-08-31,2016-10-12
B1P6ZR,2017-02-28,2017-04-28
B1P6ZR,2017-08-31,2017-10-13
B1P6ZR,2018-02-28,2018-04-27
B1P6ZR,2018-08-31,2018-10-12
B1P6ZR,2019-02-28,2019-05-03
B1P6ZR,2019-08-31,2019-10-11
B1P76L,2014-12-31,2015-04-21
B1P76L,2015-03-31,2015-06-11
B1P76L,2015-09-30,2015-11-18
B1P76L,2015-12-31,2016-03-16
B1P76L,2016-03-31,2016-05-13
B1P76L,2016-06-30,2016-09-12
B1P76L,2016-12-31,2017-03-08
B1P76L,2019-03-31,2019-05-09
B1P76L,2019-06-30,2019-08-08
B1QH8P,2013-10-31,2013-12-13
B1QH8P,2014-04-30,2014-07-18
B1QH8P,2014-10-31,2014-12-12
B1QH8P,2015-04-30,2015-07-17
B1QH8P,2015-10-31,2015-12-11
B1QH8P,2016-04-30,2016-07-08
B1QH8P,2016-10-31,2016-12-09
B1QH8P,2017-04-30,2017-07-21
B1QH8P,2017-10-31,2017-12-15
B1QH8P,2018-04-30,2018-07-20
B1S9LF,2014-12-31,2015-05-08
B1SK0S,2017-03-31,2017-05-04
B1SK0S,2017-06-30,2017-08-09
B1SK0S,2017-09-30,2017-11-10
B1SK0S,2017-12-31,2018-03-02
B1SK0S,2018-03-31,2018-05-04
B1SK0S,2018-06-30,2018-08-10
B1SK0S,2018-09-30,2018-11-09
B1SK0S,2018-12-31,2019-03-04
B1SK0S,2019-03-31,2019-05-09
B1SK0S,2019-06-30,2019-08-12
B1SK0S,2019-09-30,2019-11-08
B1SK0S,2019-12-31,2020-02-28
B1V9NW,2019-06-30,2019-09-11
B1VCNQ,2012-12-31,2013-02-13
B1VCNQ,2013-12-31,2014-02-13
B1VCNQ,2014-06-30,2014-09-16
B1VCNQ,2014-12-31,2015-02-06
B1VCNQ,2015-06-30,2015-09-17
B1VCNQ,2015-12-31,2016-02-05
B1VK7X,2012-12-31,2013-03-01
B1VK7X,2013-06-30,2013-08-01
B1VK7X,2014-06-30,2014-08-01
B1VK7X,2014-12-31,2015-02-27
B1VK7X,2015-06-30,2015-07-31
B1VLVW,2016-12-31,2017-02-17
B1VNST,2012-06-30,2012-07-27
B1VNST,2012-12-31,2013-03-04
B1VNST,2013-06-30,2013-08-02
B1VNST,2013-12-31,2014-03-03
B1VNST,2014-06-30,2014-08-01
B1VNST,2015-06-30,2015-07-31
B1VNST,2015-12-31,2016-03-03
B1VNST,2016-06-30,2016-08-01
B1VNST,2016-12-31,2017-03-01
B1VNST,2017-06-30,2017-07-31
B1VNSX,2013-06-30,2013-07-31
B1VNSX,2013-12-31,2014-02-19
B1VNSX,2014-06-30,2014-07-30
B1VNSX,2014-12-31,2015-02-25
B1VNSX,2015-06-30,2015-07-29
B1VNSX,2015-12-31,2016-02-24
B1VNSX,2016-06-30,2016-07-27
B1VNSX,2016-12-31,2017-02-17
B1VNSX,2017-12-31,2018-02-28
B1VNSX,2018-06-30,2018-07-25
B1VNSX,2018-12-31,2019-02-27
B1VP0K,2012-12-31,2013-02-13
B1VP0K,2014-06-30,2014-08-01
B1VP0K,2014-09-30,2014-10-30
B1VP0K,2015-03-31,2015-05-01
B1VP0K,2015-06-30,2015-07-30
B1VP0K,2015-09-30,2015-11-02
B1VP0K,2015-12-31,2016-02-12
B1VP0K,2016-03-31,2016-05-02
B1VP0K,2016-06-30,2016-08-01
B1VP0K,2016-09-30,2016-10-31
B1VP0K,2016-12-31,2017-02-14
B1VP0K,2017-06-30,2017-08-01
B1VP0K,2017-09-30,2017-10-30
B1VP0K,2018-03-31,2018-04-30
B1VP0K,2018-06-30,2018-08-01
B1VP0K,2018-09-30,2018-11-01
B1VP0K,2018-12-31,2019-02-14
B1VP0K,2019-03-31,2019-05-01
B1VP0K,2019-06-30,2019-07-31
B1VP0K,2019-09-30,2019-10-18
B1VP94,2015-03-31,2015-05-05
B1VP94,2015-06-30,2015-08-04
B1VP94,2015-09-30,2015-11-06
B1VP94,2015-12-31,2016-03-31
B1VP94,2016-03-31,2016-05-10
B1VP94,2016-06-30,2016-08-10
B1VP94,2016-09-30,2016-11-08
B1VP94,2016-12-31,2017-03-06
B1VP94,2017-03-31,2017-05-09
B1VP94,2017-09-30,2017-11-07
B1VP94,2017-12-31,2018-03-02
B1VQF4,2019-12-31,2020-02-07
B1VVGZ,2012-09-30,2012-10-19
B1VVGZ,2017-06-30,2017-07-24
B1VVGZ,2018-09-30,2018-10-31
B1VVGZ,2018-12-31,2019-01-31
B1VVGZ,2019-03-31,2019-04-29
B1VVGZ,2019-06-30,2019-07-29
B1VVGZ,2019-09-30,2019-10-31
B1VVGZ,2019-12-31,2020-01-31
B1VYK3,2012-09-30,2012-11-12
B1VYK3,2012-12-31,2013-02-20
B1VYK3,2013-03-31,2013-05-08
B1VYK3,2015-06-30,2015-07-24
B1VYK3,2015-12-31,2016-02-12
B1VYK3,2016-06-30,2016-07-22
B1VZ0M,2012-06-30,2012-09-06
B1VZ0M,2012-12-31,2013-02-07
B1VZ0M,2013-06-30,2013-09-05
B1VZ0M,2013-12-31,2014-02-06
B1VZ0M,2014-06-30,2014-09-04
B1VZ0M,2014-12-31,2015-02-05
B1VZ0M,2015-06-30,2015-09-10
B1VZ0M,2015-12-31,2016-02-04
B1VZ0M,2016-06-30,2016-09-08
B1VZ0M,2016-12-31,2017-08-04
B1VZ0M,2017-06-30,2017-08-16
B1VZ0M,2017-12-31,2018-02-07
B1VZ0M,2018-06-30,2018-08-08
B1VZ0M,2018-12-31,2019-01-30
B1VZ0M,2019-06-30,2019-08-09
B1VZ0M,2019-12-31,2020-02-03
B1VZK3,2012-06-30,2012-08-24
B1VZK3,2012-12-31,2013-03-22
B1VZK3,2013-06-30,2013-08-23
B1VZK3,2013-12-31,2014-03-10
B1VZK3,2014-06-30,2014-08-22
B1W4V6,2012-09-30,2012-11-12
B1W4V6,2012-12-31,2013-02-28
B1W4V6,2013-12-31,2014-02-26
B1W4V6,2014-03-31,2014-05-09
B1W4V6,2014-06-30,2014-08-04
B1W4V6,2017-03-31,2017-05-11
B1W4V6,2017-06-30,2017-07-28
B1W4V6,2017-09-30,2017-11-08
B1W4V6,2017-12-31,2018-02-28
B1W4V6,2018-03-31,2018-05-11
B1W4V6,2018-06-30,2018-09-20
B1W4V6,2018-09-30,2018-11-15
B1W4V6,2018-12-31,2019-03-06
B1W4V6,2019-03-31,2019-05-14
B1W4V6,2019-06-30,2019-08-02
B1W4V6,2019-09-30,2019-11-13
B1W4V6,2019-12-31,2020-03-06
B1W5NW,2018-06-30,2018-08-24
B1W5NW,2018-09-30,2018-11-12
B1W6GZ,2012-09-30,2012-10-29
B1W6GZ,2012-12-31,2013-02-18
B1W6GZ,2013-06-30,2013-08-27
B1W6GZ,2013-09-30,2013-10-29
B1W6GZ,2014-09-30,2014-10-28
B1W6PY,2012-09-30,2012-10-29
B1W6PY,2012-12-31,2013-02-14
B1W6PY,2013-06-30,2013-07-22
B1W6PY,2014-03-31,2014-04-29
B1W6PY,2014-06-30,2014-07-22
B1W6PY,2014-09-30,2014-10-28
B1W6PY,2016-09-30,2016-10-31
B1W6PY,2016-12-31,2017-02-08
B1W6PY,2017-03-31,2017-05-01
B1W6PY,2017-09-30,2017-10-30
B1W6PY,2017-12-31,2018-02-07
B1W6PY,2018-03-31,2018-04-30
B1W7BK,2013-09-30,2013-10-31
B1W7BK,2014-03-31,2014-05-07
B1W7BK,2014-06-30,2014-07-31
B1W7BK,2014-09-30,2014-11-04
B1W7BK,2015-03-31,2015-04-30
B1W7BK,2015-06-30,2015-07-23
B1W7BK,2015-09-30,2015-11-13
B1W7BK,2015-12-31,2016-02-16
B1W7BK,2016-06-30,2016-09-22
B1W7BK,2016-09-30,2016-10-27
B1W7BK,2016-12-31,2017-02-28
B1W7BK,2017-06-30,2017-07-27
B1W7BK,2017-12-31,2018-02-21
B1W7BK,2018-03-31,2018-04-25
B1W7BK,2018-06-30,2018-07-25
B1W7BK,2018-09-30,2018-11-01
B1W7BK,2018-12-31,2019-02-27
B1W7BK,2019-03-31,2019-05-08
B1W7BK,2019-06-30,2019-08-01
B1W7BK,2019-09-30,2019-10-31
B1W7BK,2019-12-31,2020-02-28
B1W8P1,2015-12-31,2016-02-26
B1W8P1,2016-06-30,2016-07-29
B1WP65,2014-03-31,2014-05-14
B1WP65,2014-06-30,2014-08-14
B1WP65,2014-09-30,2014-11-13
B1WP65,2014-12-31,2015-03-05
B1WP65,2015-03-31,2015-05-13
B1WP65,2015-06-30,2015-08-13
B1WP65,2015-09-30,2015-11-12
B1WP65,2015-12-31,2016-03-03
B1WP65,2016-03-31,2016-05-05
B1WP65,2016-06-30,2016-08-18
B1WP65,2016-09-30,2016-11-10
B1WP65,2016-12-31,2017-02-28
B1WP65,2017-03-31,2017-05-04
B1WP65,2017-06-30,2017-08-18
B1WP65,2017-09-30,2017-11-10
B1WP65,2017-12-31,2018-03-07
B1WP65,2018-03-31,2018-05-03
B1WP65,2018-06-30,2018-08-16
B1WP65,2018-09-30,2018-11-08
B1WP65,2018-12-31,2019-03-06
B1WP65,2019-03-31,2019-05-08
B1WP65,2019-06-30,2019-08-15
B1WP65,2019-09-30,2019-11-07
B1WP66,2016-12-31,2017-02-17
B1WP66,2017-03-31,2017-04-21
B1WT5G,2017-03-31,2017-05-03
B1WT5G,2017-06-30,2017-08-03
B1WT5G,2019-03-31,2019-05-01
B1WT5G,2019-06-30,2019-08-01
B1WVF6,2015-06-30,2015-08-10
B1WVF6,2015-09-30,2015-11-09
B1WVF6,2015-12-31,2016-03-07
B1WVF6,2016-03-31,2016-05-05
B1WVF6,2016-06-30,2016-08-08
B1WVF6,2016-09-30,2016-11-07
B1WVF6,2017-09-30,2017-11-06
B1WVF6,2017-12-31,2018-03-05
B1WVF6,2018-03-31,2018-05-04
B1WVF6,2018-06-30,2018-08-03
B1WVF6,2018-09-30,2018-11-07
B1WVF6,2018-12-31,2019-03-07
B1WVF6,2019-03-31,2019-05-03
B1WVF6,2019-06-30,2019-08-05
B1WVF6,2019-09-30,2019-11-07
B1WVF6,2019-12-31,2020-03-05
B1X8QN,2012-09-30,2012-10-26
B1X8QN,2012-12-31,2013-01-25
B1X8QN,2013-03-31,2013-04-26
B1X8QN,2013-06-30,2013-07-26
B1X8QN,2013-09-30,2013-10-25
B1X8QN,2013-12-31,2014-01-24
B1X8QN,2014-03-31,2014-04-25
B1X8QN,2014-06-30,2014-07-25
B1X8QN,2014-09-30,2014-10-31
B1X8QN,2014-12-31,2015-01-30
B1X8QN,2015-03-31,2015-04-30
B1X8QN,2015-06-30,2015-07-27
B1X8QN,2015-09-30,2015-10-26
B1X8QN,2015-12-31,2016-02-01
B1X8QN,2016-03-31,2016-04-25
B1X8QN,2016-06-30,2016-07-25
B1X8QN,2016-09-30,2016-10-31
B1X8QN,2017-03-31,2017-05-01
B1X8QN,2017-06-30,2017-07-31
B1X8QN,2017-09-30,2017-10-30
B1X8QN,2017-12-31,2018-02-05
B1X8QN,2018-06-30,2018-07-30
B1X8QN,2018-09-30,2018-10-29
B1X8QN,2018-12-31,2019-02-04
B1X8QN,2019-03-31,2019-04-29
B1X8QN,2019-06-30,2019-07-29
B1X8QN,2019-09-30,2019-10-28
B1X8QN,2019-12-31,2020-01-31
B1XF88,2014-12-31,2015-03-13
B1XF88,2015-06-30,2015-08-21
B1XF88,2015-12-31,2016-03-10
B1XF88,2016-06-30,2016-08-05
B1XF88,2016-12-31,2017-03-09
B1XF88,2017-06-30,2017-08-18
B1XF88,2017-12-31,2018-03-09
B1XF88,2018-06-30,2018-08-17
B1XF88,2018-12-31,2019-03-08
B1XF88,2019-06-30,2019-08-23
B1XF88,2019-12-31,2020-03-06
B1XFTL,2012-09-30,2012-10-29
B1XFTL,2012-12-31,2013-02-13
B1XFTL,2016-03-31,2016-05-11
B1XFTL,2016-09-30,2016-10-31
B1XFTL,2016-12-31,2017-02-07
B1XFTL,2017-03-31,2017-05-03
B1XFTL,2017-09-30,2017-10-30
B1XFTL,2018-06-30,2018-08-01
B1XFTL,2019-06-30,2019-07-29
B1XFTL,2019-09-30,2019-10-31
B1XFTL,2019-12-31,2020-02-06
B1XH02,2017-12-31,2018-02-08
B1XH2C,2016-12-31,2017-03-23
B1XH2C,2017-06-30,2017-08-04
B1XH2C,2017-12-31,2018-03-22
B1XH2C,2018-06-30,2018-08-03
B1XL5R,2017-03-31,2017-05-12
B1XL5R,2017-06-30,2017-08-14
B1XZS8,2012-12-31,2013-02-18
B1XZS8,2013-06-30,2013-07-29
B1XZS8,2013-12-31,2014-02-17
B1XZS8,2014-06-30,2014-07-28
B1XZS8,2014-12-31,2015-02-16
B1XZS8,2015-06-30,2015-07-27
B1XZS8,2015-12-31,2016-02-17
B1XZS8,2016-06-30,2016-07-29
B1XZS8,2016-12-31,2017-02-22
B1XZS8,2017-06-30,2017-07-28
B1XZS8,2017-12-31,2018-02-23
B1XZS8,2018-06-30,2018-07-27
B1XZS8,2018-12-31,2019-02-22
B1XZS8,2019-06-30,2019-07-26
B1XZS8,2019-12-31,2020-02-21
B1Y1P6,2017-06-30,2017-08-25
B1Y1P6,2017-09-30,2017-11-09
B1Y1P6,2017-12-31,2018-02-16
B1Y47Y,2017-08-31,2017-10-12
B1Y47Y,2017-11-30,2018-02-23
B1Y47Y,2018-02-28,2018-04-13
B1Y47Y,2018-08-31,2018-10-12
B1Y47Y,2018-11-30,2019-02-15
B1Y47Y,2019-02-28,2019-04-12
B1Y47Y,2019-05-31,2019-07-12
B1Y47Y,2019-08-31,2019-10-11
B1Y47Y,2019-11-30,2020-02-20
B1Y9QT,2015-03-31,2015-05-13
B1Y9TB,2013-12-31,2014-02-21
B1Y9TB,2014-06-30,2014-07-28
B1Y9TB,2014-12-31,2015-02-23
B1Y9TB,2017-12-31,2018-02-19
B1YJJX,2015-03-31,2015-05-06
B1YJJX,2015-06-30,2015-07-31
B1YKG0,2013-06-30,2013-07-31
B1YKG0,2015-06-30,2015-07-30
B1YKG0,2015-12-31,2016-02-25
B1YKG0,2016-06-30,2016-07-29
B1YMRB,2012-06-30,2012-09-05
B1YMRB,2012-12-31,2013-02-12
B1YMRB,2013-06-30,2013-09-06
B1YMRB,2013-12-31,2014-02-20
B1YMRB,2014-06-30,2014-09-16
B1YMRB,2014-12-31,2015-02-18
B1YMRB,2015-06-30,2015-09-10
B1YMRB,2015-12-31,2016-02-15
B1YMRB,2016-06-30,2016-09-09
B1YS84,2013-09-30,2013-11-13
B1YS84,2013-12-31,2014-03-24
B1YS84,2014-03-31,2014-05-14
B1YS84,2014-06-30,2014-08-29
B1YS84,2014-12-31,2015-03-16
B1YS84,2015-03-31,2015-05-14
B1YS84,2015-06-30,2015-08-28
B1YVKJ,2018-03-31,2018-05-11
B1YVKJ,2018-06-30,2018-09-28
B1YVKJ,2018-09-30,2018-11-16
B1YVKJ,2018-12-31,2019-02-27
B1YVKJ,2019-03-31,2019-05-15
B1YVKJ,2019-06-30,2019-09-26
B1YVKJ,2019-09-30,2019-11-18
B1YXBJ,2012-12-31,2013-02-15
B1YXBJ,2013-06-30,2013-07-31
B1YXBJ,2013-12-31,2014-02-19
B1YXBJ,2014-06-30,2014-08-01
B1YXBJ,2014-12-31,2015-02-18
B1YXBJ,2015-06-30,2015-07-31
B1YXBJ,2015-12-31,2016-02-16
B1YXBJ,2017-12-31,2018-02-16
B1YY66,2012-09-30,2012-11-16
B1YY66,2012-12-31,2013-02-26
B1YY66,2013-03-31,2013-05-08
B1YY66,2014-09-30,2014-11-11
B1YY66,2017-06-30,2017-07-25
B1YY66,2017-09-30,2017-11-07
B1YY66,2017-12-31,2018-02-26
B1YY66,2018-03-31,2018-05-15
B1YY66,2018-06-30,2018-07-31
B1Z4ST,2012-06-30,2012-07-25
B1Z4ST,2012-12-31,2013-02-27
B1Z4ST,2013-12-31,2014-02-26
B1Z4ST,2014-06-30,2014-07-24
B1Z4ST,2015-12-31,2016-02-24
B1Z4ST,2016-06-30,2016-07-27
B1Z4ST,2016-12-31,2017-03-01
B1Z4ST,2017-06-30,2017-07-26
B1Z4ST,2017-12-31,2018-02-28
B1Z4ST,2018-06-30,2018-08-01
B1Z4ST,2018-12-31,2019-03-14
B1Z4ST,2019-06-30,2019-07-31
B1Z4ST,2019-12-31,2020-02-28
B1Z7RQ,2012-09-30,2012-12-05
B1Z7RQ,2013-03-31,2013-05-13
B1Z7RQ,2013-09-30,2013-12-11
B1Z7RQ,2014-03-31,2014-05-14
B1Z7RQ,2014-09-30,2014-12-05
B1Z95S,2012-09-30,2012-11-15
B1Z95S,2012-12-31,2013-03-20
B1Z95S,2013-03-31,2013-05-06
B1Z95S,2013-06-30,2013-07-31
B1Z95S,2013-09-30,2013-11-11
B1Z95S,2015-12-31,2016-03-14
B1Z95S,2016-03-31,2016-05-05
B1Z95S,2017-12-31,2018-03-09
B1Z95S,2018-03-31,2018-05-03
B1Z95S,2018-06-30,2018-08-03
B1Z95S,2018-09-30,2018-10-26
B1Z95S,2018-12-31,2019-03-01
B1Z95S,2019-03-31,2019-05-02
B1Z95S,2019-06-30,2019-08-02
B1Z95S,2019-09-30,2019-10-31
B1Z95S,2019-12-31,2020-02-27
B1ZBKY,2012-12-31,2013-03-06
B1ZBKY,2013-06-30,2013-08-01
B1ZBKY,2013-12-31,2014-03-05
B1ZBKY,2014-06-30,2014-07-31
B1ZBKY,2018-06-30,2018-07-20
B1ZBKY,2019-06-30,2019-07-19
B1ZBKY,2019-12-31,2020-02-21
B1ZBLD,2016-03-31,2016-06-28
B234WN,2012-09-30,2012-11-08
B234WN,2012-12-31,2013-03-11
B234WN,2013-03-31,2013-05-13
B234WN,2013-09-30,2013-11-11
B234WN,2013-12-31,2014-03-07
B234WN,2014-03-31,2014-05-12
B234WN,2014-06-30,2014-08-04
B234WN,2014-09-30,2014-11-17
B234WN,2014-12-31,2015-03-04
B234WN,2019-12-31,2020-03-12
B2352K,2016-12-31,2017-03-20
B2352K,2017-06-30,2017-08-11
B2352K,2017-12-31,2018-03-19
B2352K,2018-03-31,2018-05-10
B2352K,2018-06-30,2018-08-15
B23K0M,2012-06-30,2012-07-26
B23K0M,2012-12-31,2013-03-01
B23K0M,2013-06-30,2013-07-26
B23K0M,2014-12-31,2015-02-27
B23K0M,2015-06-30,2015-07-30
B23K0M,2015-12-31,2016-02-26
B23K0M,2016-06-30,2016-07-28
B23K0M,2016-12-31,2017-03-03
B23K0M,2017-06-30,2017-09-22
B23K0M,2017-12-31,2018-04-24
B23K0M,2018-06-30,2018-08-02
B23K0M,2018-12-31,2019-03-15
B23K0M,2019-06-30,2019-08-02
B23K0M,2019-12-31,2020-03-06
B23PWD,2014-12-31,2015-02-13
B23PWD,2015-03-31,2015-05-14
B23PWD,2015-06-30,2015-08-27
B23PWD,2015-09-30,2015-11-12
B23PWD,2015-12-31,2016-02-18
B23PWD,2016-03-31,2016-05-12
B23PWD,2016-06-30,2016-08-29
B23PWD,2016-09-30,2016-11-14
B23PWD,2017-03-31,2017-05-11
B23PWD,2017-06-30,2017-07-31
B23PWD,2017-09-30,2017-11-08
B23PWD,2018-03-31,2018-05-10
B23PWD,2018-06-30,2018-07-30
B23PWD,2018-09-30,2018-11-09
B23PWD,2018-12-31,2019-02-15
B23PWD,2019-03-31,2019-05-03
B23PWD,2019-09-30,2019-11-11
B23PWD,2019-12-31,2020-02-10
B2425G,2018-12-31,2019-03-06
B2425G,2019-06-30,2019-09-04
B2425G,2019-12-31,2020-03-04
B281L7,2014-06-30,2014-08-06
B281L7,2015-06-30,2015-08-05
B281L7,2015-12-31,2016-02-08
B281L7,2016-06-30,2016-08-08
B281L7,2016-12-31,2017-02-08
B281L7,2017-06-30,2017-08-07
B281L7,2017-12-31,2018-02-08
B2827W,2018-06-30,2018-07-20
B2827W,2018-12-31,2019-02-11
B2827W,2019-06-30,2019-07-19
B2827W,2019-12-31,2020-02-07
B282YM,2012-12-31,2013-02-14
B282YM,2013-06-30,2013-07-31
B282YM,2013-12-31,2014-02-13
B282YM,2014-06-30,2014-08-05
B282YM,2014-12-31,2015-02-12
B283W9,2013-12-31,2014-02-03
B283W9,2014-03-31,2014-04-25
B283W9,2016-06-30,2016-08-01
B283W9,2016-09-30,2016-10-31
B283W9,2016-12-31,2017-02-03
B28638,2012-06-30,2012-09-26
B28638,2012-12-31,2013-03-14
B28638,2015-06-30,2015-09-28
B28638,2015-12-31,2016-03-22
B28638,2016-06-30,2016-09-26
B28638,2016-12-31,2017-04-03
B28638,2017-06-30,2017-10-02
B28638,2017-12-31,2018-02-19
B28638,2018-06-30,2018-09-28
B28638,2018-12-31,2019-04-01
B28638,2019-06-30,2019-09-30
B288C9,2014-09-30,2014-10-23
B288C9,2017-12-31,2018-02-22
B288C9,2018-03-31,2018-04-25
B28DTJ,2015-12-31,2016-02-26
B28DTJ,2016-06-30,2016-07-29
B28DTJ,2016-12-31,2017-02-27
B28DTJ,2017-06-30,2017-07-31
B28SK0,2014-06-30,2014-08-15
B28SK0,2014-12-31,2015-03-31
B28SK0,2015-03-31,2015-05-14
B28SK0,2015-12-31,2016-03-31
B28W60,2015-03-31,2015-05-14
B28W60,2015-06-30,2015-08-28
B28W60,2015-12-31,2016-02-26
B28W60,2016-06-30,2016-08-26
B28W60,2016-12-31,2017-02-24
B28W60,2017-06-30,2017-08-25
B28W60,2017-12-31,2018-02-23
B292JQ,2016-06-30,2016-07-21
B292JQ,2016-12-31,2017-03-02
B292JQ,2017-06-30,2017-07-26
B292JQ,2017-12-31,2018-02-22
B292JQ,2018-06-30,2018-07-26
B292JQ,2018-12-31,2019-02-22
B292JQ,2019-06-30,2019-07-24
B2988H,2012-06-30,2012-08-21
B2988H,2012-12-31,2013-03-05
B2988H,2013-06-30,2013-08-20
B2988H,2013-12-31,2014-03-04
B2988H,2014-06-30,2014-08-19
B2988H,2014-12-31,2015-03-03
B2988H,2015-06-30,2015-08-25
B29GJG,2012-06-30,2012-09-12
B29GJG,2012-12-31,2013-03-14
B29GJG,2017-06-30,2017-09-20
B29GJG,2017-12-31,2018-03-07
B29H42,2014-12-31,2015-03-11
B29H42,2017-12-31,2018-03-08
B29H42,2018-06-30,2018-07-26
B29H42,2018-12-31,2019-03-06
B29H42,2019-06-30,2019-07-26
B2B0DG,2012-06-30,2012-07-27
B2B0DG,2012-12-31,2013-03-01
B2B0DG,2013-06-30,2013-07-26
B2B0DG,2013-12-31,2014-02-28
B2B0DG,2014-06-30,2014-07-25
B2B0DG,2014-12-31,2015-02-27
B2B0DG,2015-06-30,2015-07-24
B2B0DG,2015-12-31,2016-02-26
B2B0DG,2016-06-30,2016-07-29
B2B0DG,2016-12-31,2017-02-24
B2B0DG,2017-06-30,2017-07-28
B2B0DG,2017-12-31,2018-02-16
B2B0DG,2018-06-30,2018-07-27
B2NGPM,2017-03-31,2017-05-24
B2NGPM,2018-03-31,2018-05-25
B2NGPM,2018-09-30,2018-11-22
B2NGPM,2019-03-31,2019-04-26
B2NHKG,2018-09-30,2018-11-14
B2Q4B8,2013-06-30,2013-08-02
B2Q4B8,2013-09-30,2013-11-12
B2Q4B8,2013-12-31,2014-03-28
B2Q4B8,2014-06-30,2014-08-21
B2Q4B8,2014-09-30,2014-11-11
B2Q4B8,2014-12-31,2015-04-27
B2Q4B8,2015-06-30,2015-08-04
B2Q4B8,2015-09-30,2015-11-11
B2Q4B8,2016-09-30,2016-11-09
B2Q4B8,2016-12-31,2017-03-08
B2Q4B8,2017-03-31,2017-05-09
B2Q4B8,2017-09-30,2017-11-07
B2QKY0,2015-12-31,2016-02-12
B2QKY0,2016-03-31,2016-05-02
B2QKZ4,2013-12-31,2014-03-24
B2QKZ4,2014-03-31,2014-05-13
B2QKZ4,2014-06-30,2014-09-02
B2QKZ4,2014-12-31,2015-03-17
B2QKZ4,2015-09-30,2015-11-10
B2QL5C,2012-12-31,2013-05-08
B2QL5C,2013-06-30,2013-09-26
B2QL5C,2013-12-31,2014-04-28
B2QMX6,2012-12-31,2013-03-11
B2QMX6,2013-06-30,2013-08-22
B2QPKJ,2012-12-31,2013-03-13
B2QPKJ,2014-06-30,2014-08-06
B2QPKJ,2014-12-31,2015-03-05
B2QPKJ,2015-06-30,2015-08-05
B2QPKJ,2015-12-31,2016-03-02
B2QPKJ,2016-06-30,2016-08-03
B2QPKJ,2018-06-30,2018-08-01
B2QPKJ,2018-12-31,2019-02-27
B2QPKJ,2019-06-30,2019-07-31
B2QT1H,2018-06-30,2018-08-17
B2R9XL,2016-09-30,2016-11-18
B2R9XL,2017-03-31,2017-05-19
B2R9XL,2017-09-30,2017-11-16
B2R9XL,2017-12-31,2018-03-23
B2R9XL,2018-03-31,2018-04-20
B2R9XL,2018-09-30,2018-11-15
B2R9XL,2018-12-31,2019-03-21
B2R9XL,2019-03-31,2019-04-19
B2R9XL,2019-06-30,2019-08-15
B2R9XL,2019-09-30,2019-11-15
B2R9XL,2019-12-31,2020-03-26
B2RK5K,2016-06-30,2016-07-28
B2RK5K,2016-09-30,2016-11-03
B2RK5K,2016-12-31,2017-02-01
B2RK5K,2017-03-31,2017-05-09
B2RK5K,2017-06-30,2017-07-27
B2RK5K,2017-09-30,2017-11-03
B2RK5K,2017-12-31,2018-01-31
B2RK5K,2018-03-31,2018-05-09
B2RK5K,2018-06-30,2018-07-31
B39J2M,2017-09-30,2017-11-23
B39J2M,2018-03-31,2018-05-25
B39J2M,2018-09-30,2018-11-22
B39J2M,2019-03-31,2019-05-24
B39J2M,2019-09-30,2019-11-21
